Name	Description	pvalue	qvalue	phenotype	genes
GO:0006766	vitamin metabolic process	0.140567055909901	0.918907058468681	1	MTHFD2,PIAS4,VKORC1L1,BTD,PSAT1,RFK,MMACHC,PANK2,SHMT1,ALPL,SLC25A32,MMADHC,SNAI1
GO:0034644	cellular response to UV	0.140567055909901	0.918907058468681	1	TP53,NPM1,KDM1A,PPID,CUL4A,EIF2S1,MAPK13,CDKN1A,TRIAP1,CERS1,MYC,CREBBP,CDC25A
GO:0010822	positive regulation of mitochondrion organization	0.143202878229084	0.918907058468681	1	TP53,PLD6,VDAC1,GSK3A,SSBP1,AURKA,PGAM5,CERS1,MOAP1,PDCD5,PLA2G6
GO:0014013	regulation of gliogenesis	0.143202878229084	0.918907058468681	1	TP53,SLC7A5,PPP1CC,NR1D1,RNF112,SKI,ABCC8,GFAP,PTN,PRPF19,LDLR
GO:0022600	digestive system process	0.143202878229084	0.918907058468681	1	MUC6,INAVA,STRAP,IREB2,SCARB1,ABCG8,NOD2,ACO1,KCNQ1,CD36,LDLR
GO:0050871	positive regulation of B cell activation	0.143202878229084	0.918907058468681	1	CHRNB2,AKIRIN2,IL10,IRS2,CDKN1A,MLH1,NOD2,PAXIP1,PCID2,CD40,SHLD2
GO:0001895	retina homeostasis	0.143437793361694	0.918907058468681	1	VSTM4,PRDX1,ADGRV1,NPHP4,NPHP3,B2M,TF,USP45,PCDH15
GO:0006893	Golgi to plasma membrane transport	0.143437793361694	0.918907058468681	1	NSF,COMMD1,PREPL,RAB26,DNM2,GGA1,OPTN,LYPLA1,EXOC8
GO:0021885	forebrain cell migration	0.143437793361694	0.918907058468681	1	LAMB1,POU3F2,FGF13,SYNE2,FBXO45,SRF,CDK5R1,TNR,MBOAT7
GO:0033047	regulation of mitotic sister chromatid segregation	0.143437793361694	0.918907058468681	1	MAD2L1,CCNB1,PLK1,IK,ZW10,HASPIN,PCID2,CDCA8,TRIP13
GO:0003333	amino acid transmembrane transport	0.147041447189126	0.938534212941995	1	SLC3A1,SLC7A5,SLC7A2,SLC11A1,SLC6A15,SLC1A5,SLC25A13,SLC7A7,SLC43A2,SLC25A29,SLC38A7,GFAP
GO:0006826	iron ion transport	0.148429381248748	0.941082776043518	1	SLC11A1,HPX,IREB2,DNM2,B2M,TF,FTL,ISCU
GO:0007215	glutamate receptor signaling pathway	0.148429381248748	0.941082776043518	1	KCNB1,GRM7,GRIA4,GRM5,GRIN2A,SULT1A4,CDK5R1,HOMER2
GO:0015909	long-chain fatty acid transport	0.148429381248748	0.941082776043518	1	FABP5,MFSD2A,IRS2,ACSL1,ACE,CPT1B,PLA2G6,CD36
GO:0061462	protein localization to lysosome	0.148429381248748	0.941082776043518	1	SZT2,GPR137B,CACNG8,HSPA8,CACNG5,GNPTG,AP3M1,ATP13A2
GO:2000630	positive regulation of miRNA metabolic process	0.148429381248748	0.941082776043518	1	TP53,EGR1,HRAS,IL10,SMAD1,SRF,MYC,SMAD3
GO:0051052	regulation of DNA metabolic process	0.148523530167466	0.941082776043518	1	PPP1R10,TP53,TINF2,XRN1,CCT4,LIG3,NPM1,TIGAR,EHMT2,DDX11,SF3B3,PIAS4,GSK3A,CCT3,PARN,KDM1A,POLE3,CCT6A,CCDC117,MAPK3,RUVBL1,UBE2N,CCT7,CIZ1,CHTF18,GINS4,WDR48,EREG,PTGES3,CCNA2,DHX9,TCP1,IL10,MEN1,PRKDC,CUL4A,SMARCC1,SSBP1,KPNA2,FAF1,LPIN1,CCT8,CDKN1A,MLH1,PNKP,WAPL,MPV17,PAXIP1,CERS1,MAP3K4,ATRIP,FLCN,SPIRE2,MYC,CCT5,MCM4,RPA2,CD40,RTEL1,DMAP1,SHLD2,TEX15,SIRT7
GO:0044070	regulation of anion transport	0.149336295548745	0.941088493797702	1	GRM7,P2RX4,GABBR1,GABRE,HRH3,GRM5,SLC43A2,ABCB11,PLA2G6,STXBP1
GO:0071806	protein transmembrane transport	0.149336295548745	0.941088493797702	1	GRPEL1,TIMM23,HPSE,TRAM1,BLOC1S3,PEX16,DNAJC19,TIMM50,PEX1,TIMM23B
GO:0006739	NADP metabolic process	0.152930246691516	0.941088493797702	1	TP53,TIGAR,ME1,MLST8,NUDT17,RPIA,MDH1
GO:0022617	extracellular matrix disassembly	0.152930246691516	0.941088493797702	1	CTSS,LRP1,PBXIP1,FLOT1,DDR1,EXOC8,MMP15
GO:0045428	regulation of nitric oxide biosynthetic process	0.152930246691516	0.941088493797702	1	P2RX4,ASL,IL10,DNM2,CLEC7A,SMAD3,CD36
GO:0052372	modulation by symbiont of entry into host	0.152930246691516	0.941088493797702	1	LGALS1,TRIM59,TRIM25,FCN1,TRIML2,TRIM38,LY6E
GO:1990573	potassium ion import across plasma membrane	0.152930246691516	0.941088493797702	1	KCNJ13,SLC12A8,ABCC8,ATP1B3,ATP1A4,ATP1B1,KCNQ1
GO:0016441	post-transcriptional gene silencing	0.153812900108391	0.941088493797702	1	MYCN,TP53,WTIP,EIF4G1,XPO5,RAN,GIGYF2,DHX9,BCDIN3D,AGO3,NCOR1
GO:0048678	response to axon injury	0.153812900108391	0.941088493797702	1	KCNB1,P2RX4,LAMB2,NTRK1,SCARF1,BRAF,APOD,NREP,TNR,PTN,STK24
GO:0050764	regulation of phagocytosis	0.153812900108391	0.941088493797702	1	SLC11A1,CNN2,MYO18A,FCN1,SCARB1,DNM2,SYT11,NOD2,C4A,CLEC7A,CD36
GO:0051952	regulation of amine transport	0.153812900108391	0.941088493797702	1	CHRNA3,SLC7A5,KCNB1,GRM7,CHRNB2,GABBR1,HRH3,SLC43A2,SYT11,SYT5,STXBP1
GO:0051223	regulation of protein transport	0.155305336950087	0.941088493797702	1	SAR1B,KCNB1,ERBB2,KLF7,SLC16A1,F2R,RSAD2,NOLC1,MICALL2,MYOM1,GSK3A,NR1D1,HRAS,RAN,HSPA8,MYO18A,PRKCZ,PRKCE,PPID,GPR68,BCAS3,RAB11FIP3,IPO5,USP17L2,IRS2,ABCC8,GLUD1,HADH,CDK5R1,CEP290,UBE2L3,ICA1,NPEPPS,APOD,SVIP,OS9,NUP58,XPO1,LRP5,HUWE1,SCFD1,PSMD9,ATP13A2,XPO4,PDCD5,SMAD3,PLA2G6,DMAP1,TRPM4,ARF6,LYPLA1,BAG4,SIRT7,CD36
GO:0030490	maturation of SSU-rRNA	0.155571833435051	0.941088493797702	1	UTP4,UTP20,DDX52,SNU13,IMP4,IMP3,NOP14,FCF1,UTP25
GO:0051438	regulation of ubiquitin-protein transferase activity	0.155571833435051	0.941088493797702	1	MAD2L1,SKP1,MAGEA2,UBE2C,DCUN1D5,UBE2N,PLK1,MAGEA2B,UBE2L3
GO:0000289	nuclear-transcribed mRNA poly(A) tail shortening	0.156425733172709	0.941088493797702	1	PABPC1,CNOT9,PARN,TUT7,MLH1,SAMD4A
GO:0001913	T cell mediated cytotoxicity	0.156425733172709	0.941088493797702	1	CTSC,HLA-F,MICA,B2M,HPRT1,KLRD1
GO:0006471	protein ADP-ribosylation	0.156425733172709	0.941088493797702	1	TINF2,ARF4,ADNP,BANF1,PNKP,TIPARP
GO:0007187	G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger	0.156425733172709	0.941088493797702	1	OR10H1,ADRB3,HRH3,NPY,SSTR2,PTGIR
GO:0010659	cardiac muscle cell apoptotic process	0.156425733172709	0.941088493797702	1	PPP1R10,TP53,TIGAR,CAMK2A,NUPR1,LTK
GO:0034260	negative regulation of GTPase activity	0.156425733172709	0.941088493797702	1	RRP1B,HRAS,RASA4,BCAS3,USP17L2,SPRY2
GO:1901797	negative regulation of signal transduction by p53 class mediator	0.156425733172709	0.941088493797702	1	DYRK3,KDM1A,MDM2,TRIAP1,ARMC10,SNAI1
GO:2000279	negative regulation of DNA biosynthetic process	0.156425733172709	0.941088493797702	1	TP53,TINF2,XRN1,MEN1,CDKN1A,CERS1
GO:0007586	digestion	0.15720642002522	0.941088493797702	1	MUC6,INAVA,STRAP,AKR1D1,IREB2,SCARB1,ABCG8,NOD2,ACO1,KCNQ1,CD36,LDLR
GO:0009116	nucleoside metabolic process	0.161794221483614	0.957562827699509	1	PNP,PGM2,ERH,ADK,AHCY,HPRT1,ATIC,XDH
GO:0050766	positive regulation of phagocytosis	0.161794221483614	0.957562827699509	1	SLC11A1,MYO18A,FCN1,DNM2,NOD2,C4A,CLEC7A,CD36
GO:0099601	regulation of neurotransmitter receptor activity	0.161794221483614	0.957562827699509	1	DLG4,CACNG8,SHISA9,DLGAP1,CACNG5,BEGAIN,IFNGR2,CAPN1
GO:0010638	positive regulation of organelle organization	0.162955253051118	0.957562827699509	1	PPP1R10,TP53,TINF2,ARHGEF10,CCT4,SETDB2,HSPA1B,PLD6,DDX11,VDAC1,GSK3A,CCT3,GTF2H2,HRAS,CTTN,PARN,GPSM2,CCT6A,MAPK3,RUVBL1,CCT7,STMN2,BRAF,PRKCE,PFN2,EREG,TCP1,SEPTIN7,BCAS3,SYNPO2,SSBP1,CDK5R1,CCT8,RHOC,AURKA,DCTN1,PGAM5,PNKP,MLST8,ASAP1,STX18,CERS1,MAP3K4,MOAP1,LRP5,CEP135,PLXNA3,CCT5,RTEL1,PDCD5,LIMCH1,SMAD3,PLA2G6,ARF6,SLAIN1,BAG4,PFDN2
GO:0042176	regulation of protein catabolic process	0.164794024857533	0.957562827699509	1	ODC1,MAD2L1,NSF,HSPA1B,PSME3,SF3B3,COMMD1,GSK3A,PKD1,LRP1,PRICKLE1,RAB26,GABARAP,FAM83D,GRIN2A,PLK1,TIMP3,ATXN3,IL10,LAPTM4B,SMARCC1,MDM2,PSMC2,RAD23B,GGA1,FAF1,AURKA,PSMD1,ADGRB1,SVIP,GFAP,CAMLG,TRIB1,XPO1,ATP13A2,AMER1,F8A3,NUPR1,HERPUD1,SGSM3,SMAD3,TIPARP,LDLR
GO:0072527	pyrimidine-containing compound metabolic process	0.164810850346176	0.957562827699509	1	NME1,UCK2,NME2,NEIL1,DCTPP1,ERH,CAD,TYMS,UCK1,SHMT1,TBPL1
GO:0002762	negative regulation of myeloid leukocyte differentiation	0.167792980905178	0.957562827699509	1	GPR137B,GPR68,FBN1,CUL4A,INHBA,TRIB1,MYC
GO:0021795	cerebral cortex cell migration	0.167792980905178	0.957562827699509	1	LAMB1,POU3F2,FGF13,SYNE2,FBXO45,CDK5R1,MBOAT7
GO:0035305	negative regulation of dephosphorylation	0.167792980905178	0.957562827699509	1	FKBP1A,IQGAP1,PPP1R15A,LPIN1,IKBKB,MFHAS1,BAG4
GO:0043277	apoptotic cell clearance	0.167792980905178	0.957562827699509	1	LRP1,FCN1,SCARB1,ADGRB1,C4A,CD36,RAB14
GO:0043903	regulation of biological process involved in symbiotic interaction	0.167792980905178	0.957562827699509	1	LGALS1,TRIM59,TRIM25,FCN1,TRIML2,TRIM38,LY6E
GO:0046365	monosaccharide catabolic process	0.167792980905178	0.957562827699509	1	TP53,TIGAR,NUDT5,ENO2,FUT9,LRP5,FOXK2
GO:1902895	positive regulation of miRNA transcription	0.167792980905178	0.957562827699509	1	TP53,EGR1,IL10,SMAD1,SRF,MYC,SMAD3
GO:0034121	regulation of toll-like receptor signaling pathway	0.168187413907658	0.957562827699509	1	RSAD2,NR1D1,TASL,FLOT1,LILRA2,NOD2,MFHAS1,IFI35,CD36
GO:0007498	mesoderm development	0.17132333716824	0.957562827699509	1	TXNRD1,GPI,DAND5,PUS7,RPL38,AMH,LEF1,MIXL1,SMAD1,INHBA,SRF,ZFPM2,SMAD3,SNAI1
GO:0050773	regulation of dendrite development	0.17132333716824	0.957562827699509	1	CHRNA3,CHRNB2,CRKL,SEZ6,GSK3A,BCL11A,MFSD2A,CARM1,HECW1,PTPRD,PTN,ARF6,CSMD3,EEF2K
GO:2001251	negative regulation of chromosome organization	0.17132333716824	0.957562827699509	1	TINF2,XRN1,MAD2L1,CCNB1,PLK1,IK,ZW10,HASPIN,WAPL,PCID2,RTEL1,CDCA8,TRIP13,H3-3A
GO:0042632	cholesterol homeostasis	0.172828065536558	0.96121957426413	1	TMEM97,NR1D1,CD24,ABCB11,SCARB1,ABCG8,EPHX2,LRP5,CNBP,LDLR
GO:0014009	glial cell proliferation	0.173170458140857	0.96121957426413	1	TP53,SLC7A5,PPP1CC,SKI,ABCC8,GFAP
GO:0051955	regulation of amino acid transport	0.173170458140857	0.96121957426413	1	SLC7A5,GRM7,GABBR1,HRH3,SLC43A2,STXBP1
GO:1903749	positive regulation of establishment of protein localization to mitochondrion	0.173170458140857	0.96121957426413	1	MICALL2,GSK3A,UBE2L3,NPEPPS,HUWE1,PDCD5
GO:0034470	ncRNA processing	0.175091115149889	0.96121957426413	1	MYCN,INTS3,TP53,PRORP,DIMT1,RRP1B,NOLC1,UTP4,PUS7,MDN1,UTP20,CHD7,YTHDF2,DDX52,NOP10,PA2G4,SNU13,PARN,NOP56,TUT7,IMP4,IMP3,KARS1,RNASEL,NOC4L,POP1,NOP14,SMAD1,PUS3,INTS13,PRKDC,POP7,WDR12,WDR36,RRP9,FCF1,ELAC2,RPP21,PELP1,BCDIN3D,NPM3,AGO3,GRSF1,UTP25,FAM98B,PUS1,SMAD3,TRMT1L,METTL25B,TP53RK,ALKBH8,NCOR1,SIRT7
GO:0034198	cellular response to amino acid starvation	0.175695357749045	0.96121957426413	1	SZT2,RRAGD,MAPK3,HNRNPL,EIF2S1,CDKN1A,FLCN,ITFG2
GO:0043470	regulation of carbohydrate catabolic process	0.175695357749045	0.96121957426413	1	TP53,TIGAR,GSK3A,PRXL2C,MLST8,FLCN,NUPR1,NCOR1
GO:0097120	receptor localization to synapse	0.175695357749045	0.96121957426413	1	CEP112,DLG4,CACNG8,HRAS,CACNG5,PRKCZ,ZDHHC3,NSG1
GO:0002028	regulation of sodium ion transport	0.176184109979471	0.96121957426413	1	NKAIN1,P2RX4,COMMD1,NKAIN3,FGF13,PRKCE,HECW1,DNM2,ATP1B3,ATP1B1,KCNQ1
GO:1901216	positive regulation of neuron death	0.176184109979471	0.96121957426413	1	TP53,ASCL1,EGR1,GSK3A,DAXX,AIMP2,ELK1,EIF2S1,CDK5R1,ZNF746,NUPR1
GO:1902807	negative regulation of cell cycle G1/S phase transition	0.176184109979471	0.96121957426413	1	TP53,GIGYF2,RFWD3,MEN1,PRKDC,KANK2,INHBA,MDM2,CDKN1A,TRIAP1,RPA2
GO:1901606	alpha-amino acid catabolic process	0.178573563833057	0.96398979538952	1	KYAT1,KYNU,SARDH,RIDA,MCCC2,AHCY,THNSL2,ARHGAP11B,GLUD1,SHMT1,PIPOX,GCAT
GO:0009991	response to extracellular stimulus	0.179156115580273	0.966134432683471	1	TP53,SLC7A5,KCNB1,ASCL1,SZT2,GHR,SLC16A1,EHMT2,ACACB,GSDMD,NTRK1,ADRB3,KYNU,EIF4G1,MFSD2A,HSPA8,ASNS,RRAGD,MAPK3,WDR45B,ASL,GABARAP,DCTPP1,AHCY,TRIM25,ADNP,MTMR3,HNRNPL,NPY,TYMS,GABARAPL1,BCAS3,KANK2,EIF2S1,PPM1D,SSTR2,ACSL1,SRF,ABCG8,CDKN1A,ACE,NOD2,ALPL,BRSK1,MLST8,FLCN,STK24,ITFG2,ASGR1,FOXK2,LDLR
GO:0002381	immunoglobulin production involved in immunoglobulin-mediated immune response	0.181263778510856	0.972094322561327	1	EXO1,IL10,B2M,MLH1,PAXIP1,TRAF3IP2,HLA-DQA1,CD40,SHLD2
GO:0032392	DNA geometric change	0.181285796339935	0.972094322561327	1	DDX11,CHD2,CHD7,XRCC6,GTF2H2,RUVBL1,CHTF18,GINS4,DHX9,SSBP1,CHD5,DTD1,MCM4,RTEL1
GO:0010035	response to inorganic substance	0.18283577783977	0.97488800281802	1	STIM1,KCNB1,ASCL1,APEX1,P2RX4,KCNH1,TIGAR,DLG4,PYCR1,DDX11,GPI,NTRK1,GSK3A,HDAC6,ABCC6,DAXX,RASA4,PRDX1,LOXL2,RNF112,SLC25A13,SLC13A5,CASQ2,IQGAP1,TRAP1,MAPK3,RASA4B,BRAF,ADGRV1,NDRG1,ADNP,CCNA2,GSS,D2HGDH,IL10,SIGMAR1,DNM2,SYT11,B2M,ABCC8,TF,EIF2S1,MAPK13,SYT5,ALPL,ACO1,ATIC,ATP13A2,PPP1R15B,STK24,DDI2,OSER1,PRDX3,CD36,EEF2K,SLC41A1
GO:0042398	cellular modified amino acid biosynthetic process	0.183261040856871	0.975161328039676	1	PTDSS1,GGT1,MTHFD1L,ALDH9A1,PTDSS2,GSS,ATIC
GO:0071763	nuclear membrane organization	0.183261040856871	0.975161328039676	1	PRKCA,PLK1,BANF1,UBE2I,LPIN1,ANKLE2,DCTN1
GO:0035194	post-transcriptional gene silencing by RNA	0.185189354350716	0.975427704957673	1	MYCN,TP53,WTIP,EIF4G1,XPO5,RAN,DHX9,BCDIN3D,AGO3,NCOR1
GO:0055092	sterol homeostasis	0.185189354350716	0.975427704957673	1	TMEM97,NR1D1,CD24,ABCB11,SCARB1,ABCG8,EPHX2,LRP5,CNBP,LDLR
GO:1903351	cellular response to dopamine	0.185189354350716	0.975427704957673	1	OR10H1,GSK3A,RGS8,HRH3,MAPK3,SULT1A4,DNM2,HTR3B,GNA11,NSG1
GO:2000134	negative regulation of G1/S transition of mitotic cell cycle	0.185189354350716	0.975427704957673	1	TP53,GIGYF2,RFWD3,PRKDC,KANK2,INHBA,MDM2,CDKN1A,TRIAP1,RPA2
GO:0098586	cellular response to virus	0.187918660460473	0.975427704957673	1	RRP1B,VWCE,IRF3,C1QBP,MAPK11,USP17L2,IFNGR2,RNF125,JAK1,EIF5A,SMAD3
GO:0006289	nucleotide-excision repair	0.189753279204911	0.975427704957673	1	TP53,GTF2H4,COMMD1,GTF2H2,GTF2H2C,ATXN3,CUL4A,SMARCC1,RAD23B,PNKP,USP45,RPA2
GO:0035270	endocrine system development	0.189753279204911	0.975427704957673	1	STRA6,ASCL1,ONECUT2,POU3F2,CRKL,GSK3A,MAPK3,BRAF,MEN1,SRF,RBPJ,SMAD3
GO:0034762	regulation of transmembrane transport	0.189982236197466	0.975427704957673	1	STIM1,SLC7A5,KCNB1,KCNQ2,P2RX4,KCNH1,DLG4,F2R,KCNA7,TSPAN13,KCNJ13,COMMD1,CHD7,VDAC1,GSK3A,FABP5,RNF207,CTSS,CACNA1D,CACNG8,AHNAK,SHISA9,FKBP1A,CACNG5,STIMATE,FGF13,CASQ2,KCND3,SCN9A,GRM5,SLC43A2,RHOQ,GRIN2A,BRAF,PRKCE,RNASEL,KCNH6,HECW1,AKAP6,DNM2,IRS2,ABCC8,ATP1B3,ACSL1,IFNGR2,CAPN1,ACE,GPR89B,KLF15,ATP1B1,KCNK6,PLCG1,CABP4,PLA2G6,ISCU,SCN8A,KCNQ1
GO:0000959	mitochondrial RNA metabolic process	0.190103973229897	0.975427704957673	1	PRORP,LRPPRC,ELAC2,GARS1,GRSF1,MTERF2,PUS1,POLRMT
GO:0010823	negative regulation of mitochondrion organization	0.190103973229897	0.975427704957673	1	TP53,TIGAR,TSC2,PRELID1,TRIAP1,HUWE1,FLCN,GHITM
GO:0032007	negative regulation of TOR signaling	0.190103973229897	0.975427704957673	1	SZT2,UBR1,GSK3A,TSC2,EPM2A,FLCN,ITFG2,SPAAR
GO:0007520	myoblast fusion	0.190611500742729	0.975427704957673	1	KCNH1,ADAM12,CDON,FLOT1,ADGRB1,JAM2
GO:0009069	serine family amino acid metabolic process	0.190611500742729	0.975427704957673	1	GGT1,RIDA,PSAT1,THNSL2,SHMT1,SEPHS1
GO:0010658	striated muscle cell apoptotic process	0.190611500742729	0.975427704957673	1	PPP1R10,TP53,TIGAR,CAMK2A,NUPR1,LTK
GO:0031589	cell-substrate adhesion	0.194359724230753	0.975427704957673	1	DUSP3,CDH13,LAMA5,ONECUT2,LAMB1,THBS3,LAMB2,CRKL,MICALL2,PKD1,L1CAM,CTTN,PIK3CB,COL16A1,RSU1,PRKCZ,BRAF,PRKCE,ITGA7,C1QBP,ADAMTS9,ATXN3,NPY,BCAS3,MYO1G,MEN1,DNM2,SRF,HPSE,APOD,NDNF,DDR1,SNED1,DLC1,NTNG2,LIMCH1,SMAD3,CD36,PTPRA
GO:0000381	regulation of alternative mRNA splicing, via spliceosome	0.194778117286416	0.975427704957673	1	RBMX,RNPS1,YTHDC1,CELF3,HNRNPL,SRSF12,RBM38,NSRP1,SRSF2
GO:0051057	positive regulation of small GTPase mediated signal transduction	0.194778117286416	0.975427704957673	1	STK19,F2R,LPAR6,NTRK1,AKAP13,LRRC59,PIK3CB,CDON,P2RY10
GO:0019233	sensory perception of pain	0.197936763791535	0.975427704957673	1	P2RX4,F2R,CHRNB2,NTRK1,FABP5,SCN9A,MAPK3,GRIN2A,IL10,ACE
GO:0070936	protein K48-linked ubiquitination	0.197936763791535	0.975427704957673	1	SKP1,UBE2G1,UBE2C,UBE2R2,MARCHF6,GABARAP,UBE2A,UBE2T,TRIM38,KBTBD6
GO:1903350	response to dopamine	0.197936763791535	0.975427704957673	1	OR10H1,GSK3A,RGS8,HRH3,MAPK3,SULT1A4,DNM2,HTR3B,GNA11,NSG1
GO:0009154	purine ribonucleotide catabolic process	0.199293493788898	0.975427704957673	1	AMPD3,PNP,NUDT4B,SUCLG1,HPRT1,NUDT4,XDH
GO:0015804	neutral amino acid transport	0.199293493788898	0.975427704957673	1	SLC3A1,SLC7A5,SLC6A15,SLC1A5,SLC25A13,SLC43A2,SLC38A7
GO:0150076	neuroinflammatory response	0.199293493788898	0.975427704957673	1	CTSC,NR1D1,LRP1,SYT11,IFNGR2,NUPR1,LDLR
GO:1903214	regulation of protein targeting to mitochondrion	0.199293493788898	0.975427704957673	1	MICALL2,GSK3A,UBE2L3,NPEPPS,HUWE1,PDCD5,BAG4
GO:0001708	cell fate specification	0.199999176115642	0.975427704957673	1	GATAD2B,ASCL1,RBBP7,EHMT2,POU3F2,TBX4,MYT1L,NANOG,CDON,RBPJ,MGA
GO:0098869	cellular oxidant detoxification	0.199999176115642	0.975427704957673	1	PRDX4,TXNRD1,PRDX1,PRDX6,GSR,PRXL2B,PRXL2C,TXNL1,NXN,PRDX3,CD36
GO:0010507	negative regulation of autophagy	0.201246937631909	0.975427704957673	1	TP53,SLC7A5,TIGAR,EHMT2,NRBP2,EIF4G1,TSC2,IL10,MLST8,SCFD1,NUPR1,FOXK2
GO:0030512	negative regulation of transforming growth factor beta receptor signaling pathway	0.201246937631909	0.975427704957673	1	TP53,ONECUT2,RBBP7,DAND5,FKBP1A,STRAP,SINHCAF,FBN1,SKI,DNM2,SAP130,SPRY2
GO:0051963	regulation of synapse assembly	0.201246937631909	0.975427704957673	1	NRXN1,CHRNB2,NTRK1,EIF4G1,ADNP,PTPRD,FARP1,ADGRB1,LRRN1,NTNG2,ARF6,EEF2K
GO:0120162	positive regulation of cold-induced thermogenesis	0.201246937631909	0.975427704957673	1	FH,FABP5,ADRB3,KDM1A,ACADL,SCD,HADH,ACSL1,LPIN1,ALPL,PLAC8,CD36
GO:0010595	positive regulation of endothelial cell migration	0.201876184721479	0.975427704957673	1	ATP5F1B,P2RX4,GPI,PRKCA,PIK3CB,ANGPT4,BCAS3,SCARB1,AAMP,PLCG1,FGFR1,PIK3C2A,CD40
GO:0008286	insulin receptor signaling pathway	0.202027673956611	0.975427704957673	1	TRIM72,GSK3A,INSRR,TSC2,RHOQ,PRKCZ,NCL,EIF4EBP2,SMARCC1,IRS2,SNX5,SHC1,PIK3C2A,PTPRA
GO:0002753	cytoplasmic pattern recognition receptor signaling pathway	0.204988840772575	0.975427704957673	1	INAVA,HSPA1B,IRF3,C1QBP,USP17L2,RNF125,NOD2,SLC15A3
GO:0046579	positive regulation of Ras protein signal transduction	0.204988840772575	0.975427704957673	1	STK19,F2R,LPAR6,NTRK1,AKAP13,LRRC59,PIK3CB,P2RY10
GO:0050709	negative regulation of protein secretion	0.204988840772575	0.975427704957673	1	KCNB1,KLF7,F2R,RSAD2,RAB11FIP3,ABCC8,HADH,PSMD9
GO:1990928	response to amino acid starvation	0.204988840772575	0.975427704957673	1	SZT2,RRAGD,MAPK3,HNRNPL,EIF2S1,CDKN1A,FLCN,ITFG2
GO:0002707	negative regulation of lymphocyte mediated immunity	0.208688600453803	0.975427704957673	1	HLA-F,SERPINB9,MICA,NOD2,CSMD3,KLRD1
GO:0002715	regulation of natural killer cell mediated immunity	0.208688600453803	0.975427704957673	1	HLA-F,CADM1,CD226,SERPINB9,MICA,KLRD1
GO:0006636	unsaturated fatty acid biosynthetic process	0.208688600453803	0.975427704957673	1	FABP5,ELOVL5,SCD,PRXL2B,PTGES3,DEGS1
GO:0007157	heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules	0.208688600453803	0.975427704957673	1	CEACAM5,CADM1,ICAM1,NECTIN3,PTPRD,NECTIN4
GO:0021872	forebrain generation of neurons	0.208688600453803	0.975427704957673	1	ASCL1,LEF1,INHBA,B2M,NDNF,PLXNA3
GO:0040001	establishment of mitotic spindle localization	0.208688600453803	0.975427704957673	1	MAD2L1,GPSM2,PLK1,ZW10,DCTN1,SPRY2
GO:0042220	response to cocaine	0.208688600453803	0.975427704957673	1	EHMT2,CHRNB2,EFTUD2,CCNA2,DNM2,HOMER2
GO:0043001	Golgi to plasma membrane protein transport	0.208688600453803	0.975427704957673	1	NSF,PREPL,RAB26,GGA1,OPTN,LYPLA1
GO:0044275	cellular carbohydrate catabolic process	0.208688600453803	0.975427704957673	1	TP53,TIGAR,GSK3A,PGM2,GABARAPL1,MLST8
GO:1902229	regulation of intrinsic apoptotic signaling pathway in response to DNA damage	0.208688600453803	0.975427704957673	1	PIAS4,DDIAS,KDM1A,RAD9A,TRIAP1,SNAI1
GO:2000378	negative regulation of reactive oxygen species metabolic process	0.208688600453803	0.975427704957673	1	TP53,TIGAR,VDAC1,HDAC6,TRAP1,NDUFC2
GO:0002709	regulation of T cell mediated immunity	0.208705766046739	0.975427704957673	1	HLA-F,RSAD2,PRKCZ,MALT1,B2M,NOD2,ZP3,TRPM4,KLRD1
GO:0032609	interferon-gamma production	0.212409123176719	0.975427704957673	1	SLC7A5,SLC11A1,IL12RB2,CD226,HRAS,C1QBP,IL10,INHBA,NOD2,CLEC7A,ZP3
GO:0032649	regulation of interferon-gamma production	0.212409123176719	0.975427704957673	1	SLC7A5,SLC11A1,IL12RB2,CD226,HRAS,C1QBP,IL10,INHBA,NOD2,CLEC7A,ZP3
GO:0006939	smooth muscle contraction	0.213040645207877	0.975427704957673	1	CHRNA3,GUCY1A1,F2R,CHRNB2,CHRNB4,CTTN,NMU,MYH11,SSTR2,SRF,PIK3C2A,PLA2G6
GO:0032091	negative regulation of protein binding	0.213040645207877	0.975427704957673	1	ATP2A3,DDX11,KDM1A,MAPK3,SYMPK,ADNP,IL10,B2M,AURKA,CDKN1A,ACE,CFHR1
GO:0061912	selective autophagy	0.213040645207877	0.975427704957673	1	TP53,TIGAR,VDAC1,HDAC6,TSC2,MAPK3,GABARAPL1,NOD2,CERS1,HUWE1,OPTN,LRBA
GO:0061157	mRNA destabilization	0.213124070169742	0.975427704957673	1	PABPC1,CNOT9,YTHDF2,RIDA,PARN,GIGYF2,TUT7,SYNCRIP,DHX9,PAIP1,MLH1,SAMD4A,YTHDF1
GO:0008347	glial cell migration	0.215846621139583	0.975427704957673	1	P2RX4,LAMB1,CRKL,SYNE2,APCDD1,CDK5R1,MBOAT7
GO:0010171	body morphogenesis	0.215846621139583	0.975427704957673	1	STRA6,LEF1,BRAF,CDON,SKI,IFT122,TIPARP
GO:0046677	response to antibiotic	0.215846621139583	0.975427704957673	1	TP53,EHMT2,ADRB3,KDM1A,MDM2,JAK1,ALPL
